YEAR,PAPER,DATE OF REPORT,DATE OF INCIDENT,LOCATION,HEADLINE,LINK
,,"JUNE 24, 2018",,,Clashes? the world’s greatest deceit!!!,https://www.vanguardngr.com/2018/06/clashes-worlds-greatest-deceit/
,,"JUNE 24, 2018",,,Herdsman’s murder saga: Controversy over injured suspect,https://www.vanguardngr.com/2018/06/herdsmans-murder-saga-controversy-injured-suspect/
,,"JUNE 20, 2018",,,"Incessant killings: Why herdsmen, farmers clashes persist – Gov. Masari",https://www.vanguardngr.com/2018/06/incessant-killings-herdsmen-farmers-clashes-persist-gov-masari/
,,"JUNE 20, 2018",,,Herdsmen attacks as trigger to famine,https://www.vanguardngr.com/2018/06/herdsmen-attacks-trigger-famine-2/
,,"JUNE 20, 2018",,,UNIJOS VC begs herdsmen to stop grazing on campus,https://www.vanguardngr.com/2018/06/unijos-vc-begs-herdsmen-stop-grazing-campus/
,,"JUNE 20, 2018",,,FG rolls out 6-point plan to solve farmers-herders crisis,https://www.vanguardngr.com/2018/06/fg-rolls-6-point-plan-solve-farmers-herders-crisis/
,,"JUNE 19, 2018",,,"Help us solve farmers/herdsmen problems, former SGF Ahmed tells surveyors",https://www.vanguardngr.com/2018/06/help-us-solve-farmers-herdsmen-problems-former-sgf-ahmed-tells-surveyors/
,,"JUNE 19, 2018",,,Igbo group wants FG to declare herdsmen terrorists,https://www.vanguardngr.com/2018/06/igbo-group-wants-fg-declare-herdsmen-terrorists/
,,"JUNE 18, 2018",,,Group urges FG to declare herdsmen as terrorists,https://www.vanguardngr.com/2018/06/group-urges-fg-declare-fulani-herdsmen-terrorists/
,,"JUNE 15, 2018",,Logo local government area of Benue State,"Again herdsmen attack Benue, kill 2 brothers, 3 others",https://www.vanguardngr.com/2018/06/2-brothers-3-others-killed-benue-herdsmen-attacks/
,,"JUNE 14, 2018",,,Emir of Ilorin donates land for herdsmen to leave UNILORIN premises,https://www.vanguardngr.com/2018/06/emir-ilorin-donates-land-herdsmen-leave-unilorin-premises/
,,"JUNE 13, 2018","JUNE 1, 2017",Demsa Local Government Area of Adamawa State,Yola court passes death sentence on 5 men for killing herdsman,https://www.vanguardngr.com/2018/06/yola-court-passes-death-sentence-5-men-killing-herdsman/
,,"JUNE 13, 2018",,,"Catholics, Anglican Bishops cry out over herdsmen killings, starvation in the land",https://www.vanguardngr.com/2018/06/catholics-anglican-bishops-cry-herdsmen-killings-starvation-land/
,,"JUNE 12, 2018",,,Group alleges plot by armed herdsmen to attack Benue communities after Ramadan fast,https://www.vanguardngr.com/2018/06/group-alleges-plot-armed-herdsmen-attack-benue-communities-ramadan-fast/
,,"JUNE 11, 2018",,Akinyele Local Government area of Oyo State,"Crisis brews between butchers, herdsmen in Oyo",https://www.vanguardngr.com/2018/06/crisis-brews-butchers-herdsmen-oyo/
,,"JUNE 10, 2018",,,"Herdsmen kill because they are criminally-minded, Benue people tell Defense Minister Ali",https://www.vanguardngr.com/2018/06/herdsmen-kill-criminally-minded-benue-people-tell-defense-minister-ali/
,,"JUNE 7, 2018",,,"Coordinated attacks in Guma, Logo: 15 mourners, NECO exams candidates killed by herdsmen",https://www.vanguardngr.com/2018/06/coordinated-attacks-guma-logo-15-mourners-neco-exams-candidates-killed-herdsmen/
,,"JUNE 5, 2018","JUNE 5, 2018",Maraban-Udege village in the Nasarawa Local Government Area of Nasarawa state.,"Breaking: Herdsmen kill inspector, sergeant, another policeman in Nasarawa",https://www.vanguardngr.com/2018/06/breaking-herdsmen-kill-inspector-sergeant-another-policeman-nasarawa/
,,"JUNE 5, 2018",,"Aniocha North Local Government Area, Delta State","Herdsmen abduct Delta monarch, demand N15m ransom",https://www.vanguardngr.com/2018/06/herdsmen-abduct-delta-monarch-demand-n15m-ransom/
,,"JUNE 4, 2018","JUNE 3, 2018",Yaav Ward of Kwande Local Government Area of Benue State,"13 killed by herdsmen, cultists in Benue",https://www.vanguardngr.com/2018/06/13-killed-herdsmen-cultists-benue/
,,"JUNE 3, 2018","JUNE 2, 2018",Kwande Local Government Council of Benue,"Herdsmen kill 7, injure many in Benue’s Kwande LGA",https://www.vanguardngr.com/2018/06/herdsmen-kill-7-injure-many-in-benues-kwande-lga/
,,"JUNE 3, 2018",,,Herdsmen Killings: Our problem with Miyetti Allah has just deepened —Benue tribal leaders,https://www.vanguardngr.com/2018/06/herdsmen-killings-problem-miyetti-allah-just-deepened-benue-tribal-leaders/
,,"JUNE 1, 2018","MAY 31, 2018",Mbazar community between Anyiin and Akwana in Logo local government area of Benue state,"Herdsmen ambush travelers, kill two, injured others in Benue",https://www.vanguardngr.com/2018/06/999253/
,,"JUNE 1, 2018",,,"INSECURITY: Bring killer-herdsmen to book, Bishop Ajakaye tells Buhari",https://www.vanguardngr.com/2018/06/insecurity-bring-killer-herdsmen-book-bishop-ajakaye-tells-buhari/
,,"MAY 29, 2018","MAY 29, 2018","Kurega village in Chikun Local Government, Kaduna State.","3 killed, 4 injured by suspected cattle rustlers in Kaduna",https://www.vanguardngr.com/2018/05/police-confirm-3-people-killed-4-injured-suspected-cattle-rustlers-kaduna/
,,"MAY 29, 2018",,,"I will not rest until all killer herdsmen, bandits, their sponsors are brought to justice – Buhari",https://www.vanguardngr.com/2018/05/killer-herdsmen-bandits-must-face-full-wrath-law-buhari-vows/
,,"MAY 29, 2018",,"ogo, Guma and Ushongo Local Government areas of Benue State.","Couple, 5 others killed by herdsmen, fuel tanker explosion in Benue",https://www.vanguardngr.com/2018/05/couple-5-others-killed-herdsmen-fuel-tanker-explosion-benue/
,,"MAY 28, 2018","MAY 28, 2018","Minor Seminary in Jalingo, capital of Taraba state","Herdsmen storms seminary, shoots priest in Taraba",https://www.vanguardngr.com/2018/05/taraba-herdsmen-storms-seminary-shoots-priest/
,,"MAY 26, 2018",,,Plateau group urges disregard report on alleged siege of Berom land by herdsmen,https://www.vanguardngr.com/2018/05/plateau-group-urges-public-disregard-report-alleged-siege-berom-land-herdsmen/
,,"MAY 25, 2018",,,"Herdsmen attack: Stop killings in our towns, Numan youths protest at NASS",https://www.vanguardngr.com/2018/05/herdsmen-attack-stop-killings-towns-numan-youths-protest-nass/
,,"MAY 24, 2018","MAY 22, 2018",Makurdi-Naka road,Three mourners killed by suspected herdsmen on Makurdi-Naka road,https://www.vanguardngr.com/2018/05/three-mourners-killed-suspected-herdsmen-makurdi-naka-road/
,,"MAY 23, 2018",,,Rehabilitating herdsmen-ravaged states,https://www.vanguardngr.com/2018/05/rehabilitating-herdsmen-ravaged-states/
,,"MAY 22, 2018",,,"Farmers, herdsmen clashes force reversal of upward GDP trend",https://www.vanguardngr.com/2018/05/farmers-herdsmen-clashes-force-reversal-upward-gdp-trend/
,,"MAY 21, 2018",,,Benue indigenes accuse FG of protecting killer-herdsmen,https://www.vanguardngr.com/2018/05/benue-indigenes-accuse-fg-protecting-killer-herdsmen/
,,"MAY 20, 2018",,Tseke village a border community between Benue and Taraba states in Logo local government area of the state.,"Herdsmen kill two soldiers, take captive; burn operational vehicle in Benue/Taraba",https://www.vanguardngr.com/2018/05/993206/
,,"MAY 19, 2018","MAY 15, 2018",Mbatonbo community in Gwer local government area of Benue state.,"Breaking: Suspected herdsmen kill Head Teacher, five others in Benue",https://www.vanguardngr.com/2018/05/breaking-suspected-herdsmen-kill-head-teacher-five-others-benue/
,,"MAY 17, 2018","MAY 17, 2018","Ukemberagya community, Gaambe-Tiev council ward of Logo local government area of Benue state","Again, militant herdsmen kill three, injure scores, raze five villages in Benue, 24 hours after VP visit",https://www.vanguardngr.com/2018/05/991398/
,,"MAY 17, 2018",,,"HERDSMEN ATTACKS: Hunters, vigilante move to eject criminals from old Oyo National Park",https://www.vanguardngr.com/2018/05/herdsmen-attacks-hunters-vigilante-move-eject-criminals-old-oyo-national-park/
,,"MAY 16, 2018",,,FG approves N10bn for communities affected by herdsmen crisis,https://www.vanguardngr.com/2018/05/990573/
,,"MAY 16, 2018",,,"Herdsmen crisis, Ramadan pressure food inflation",https://www.vanguardngr.com/2018/05/herdsmen-crisis-ramadan-pressure-food-inflation/
,,"MAY 14, 2018",,,"Govt. College, Ughelli lament activities of herdsmen",https://www.vanguardngr.com/2018/05/govt-college-ughelli-lament-activities-herdsmen/
,,"MAY 14, 2018",,,PFN to FG: Stop herdsmen killings if you’re not involved,https://www.vanguardngr.com/2018/05/pfn-fg-stop-herdsmen-killings-youre-not-involved/
,,"MAY 12, 2018",,,Who will save us from the Herdsmen?,https://www.vanguardngr.com/2018/05/will-save-us-herdsmen/
,,"MAY 11, 2018",,,Joint Police/Military operation kills 10 armed herdsmen In Taraba,https://www.vanguardngr.com/2018/05/joint-police-military-operation-kills-10-armed-herdsmen-taraba/
,,"MAY 10, 2018",,,"Herdsmen attacks: Muslim community, CAN youths commend Ortom",https://www.vanguardngr.com/2018/05/herdsmen-attacks-muslim-community-can-youths-commend-ortom/
,,"MAY 10, 2018",,,LG boss inaugurates herdsmen/ farmers c’ttee,https://www.vanguardngr.com/2018/05/lg-boss-inaugurates-herdsmen-farmers-cttee/
,,"MAY 8, 2018",,,Delta CAN condemns killings by herdsmen,https://www.vanguardngr.com/2018/05/delta-can-condemns-killings-herdsmen/
,,"MAY 3, 2018",,Numan local government area of Adamawa state,"15 feared dead, 4 communities razed as suspected herdsmen overrun Adamawa villages",https://www.vanguardngr.com/2018/05/15-feared-dead-4-communities-razed-suspected-herdsmen-overrun-adamawa-villages/
,,"MAY 3, 2018",,,Beware of political masquerades in christian fold – Group warns,https://www.vanguardngr.com/2018/05/983164/
,,"MAY 3, 2018",,,Sacrifice 200 days dinner to stop killings by herdsmen —Ukpai,https://www.vanguardngr.com/2018/05/sacrifice-200-days-dinner-stop-killings-herdsmen-ukpai/
,,"MAY 2, 2018",,,Benue killings: Army arrests herder with AK47 rifle in Guma,https://www.vanguardngr.com/2018/05/benue-killings-army-arrests-herder-ak47-rifle-guma/
,,"MAY 2, 2018",,,"Decades of under-investment fueling farmers, herdsmen clashes — Bagudu",https://www.vanguardngr.com/2018/05/decades-of-under-investment-fueling-farmers-herdsmen-clashes-bagudu/
,,"MAY 2, 2018","MAY 1, 2018",elwata in Guma local government area of Benue state,"Herdsmen attack Yelwata in Guma LGA kill six, injure scores",https://www.vanguardngr.com/2018/05/herdsmen-attack-yelwata-guma-lga-kill-six-injure-scores/
,,"MAY 1, 2018",,,CAN S-South protests killing of Christians by herdsmen,https://www.vanguardngr.com/2018/05/can-s-south-protests-killing-christians-herdsmen/
,,"APRIL 30, 2018","APRIL 28, 2018","Agagbe community, Sengev, Gwer West Local Government Area of Benue","Herdsmen: 8 feared dead, scores injured in fresh Benue community attack",https://www.vanguardngr.com/2018/04/herdsmen-8-feared-dead-scores-injured-fresh-benue-community-attack/
,,"APRIL 29, 2018","APRIL 28, 2018","Agagbe community, Sengev, Gwer West Local Government Area of Benue","Breaking: Eight feared dead, scores injured in fresh herdsmen attack in Benue",https://www.vanguardngr.com/2018/04/eight-feared-dead-scores-injured-fresh-attack-gwer-west-community-herdsmen/
,,"APRIL 29, 2018",,,Herdsmen attack: Edo youths demand justice,https://www.vanguardngr.com/2018/04/herdsmen-attack-edo-youths-demand-justice/
,,"APRIL 29, 2018",,,"“NASS out to demonize PMB, security team over herdsmen/farmers crisis”",https://www.vanguardngr.com/2018/04/nass-out-to-demonize-pmb-security-team-over-herdsmen-farmers-crisis/
,,"APRIL 29, 2018",,,"Herdsmen killings’ backlash: CAN, Redeemed Church, Methodist, Pentecostal Fellowship speak",https://www.vanguardngr.com/2018/04/herdsmen-killings-backlash-can-redeemed-church-methodist-pentecostal-fellowship-speak/
,,"APRIL 28, 2018",,,"Herders/farmers clash: Lawyers call for mediation, local policing, education",https://www.vanguardngr.com/2018/04/herders-farmers-clash-lawyers-call-mediation-local-policing-education/
,,"APRIL 27, 2018",,,Herdsmen attacks : Buhari has lost battle against insurgency — FAYOSE,https://www.vanguardngr.com/2018/04/herdsmen-attacks-buhari-lost-battle-insurgency-fayose/
,,"APRIL 26, 2018","APRIL 26, 2018",Mbamondo Ukemberagya Logo local government area of Benue state,"Again, herdsmen attack another Benue Church, kill seven IDPs",https://www.vanguardngr.com/2018/04/herdsmen-attack-another-benue-church-kill-seven-idps/
,,"APRIL 25, 2018","APRIL 24, 2018",Mbalon in Gwer East Local government area of Benue state,"Again, herdsmen launch coordinated attacks on Benue communities, kill 39",https://www.vanguardngr.com/2018/04/herdsmen-launch-coordinated-attacks-benue-communities-kill-39/
,,"APRIL 25, 2018","APRIL 24, 2018",Mbalon in Gwer East Local government area of Benue state,"BREAKING: Again, herdsmen kill 39, sack and raze three communities in Benue",https://www.vanguardngr.com/2018/04/breaking-again-herdsmen-kill-39-sack-and-raze-three-communities-in-benue/
,,"APRIL 25, 2018",,,Herdsmen attacks: We are overwhelmed by humanitarian crisis — Council boss,https://www.vanguardngr.com/2018/04/herdsmen-attacks-overwhelmed-humanitarian-crisis-council-boss/
,,"APRIL 25, 2018",,,Nimbo community mark 2 years of herdsmen attack,https://www.vanguardngr.com/2018/04/nimbo-community-mark-2-years-herdsmen-attack/
,,"APRIL 25, 2018",,Gwer East Local Government Area of Benue State,"Fresh bloodbath in Benue, 2 Catholic priests, 17 others killed by herdsmen",https://www.vanguardngr.com/2018/04/fresh-bloodbath-benue-2-catholic-priests-17-others-killed-herdsmen/
,,"APRIL 25, 2018",,Uzo Uwani Local Government Area of Enugu State,Nimbo community marks 2 years of herdsmen attack,https://www.vanguardngr.com/2018/04/nimbo-community-marks-2-years-herdsmen-attack/
,,"APRIL 24, 2018",,,Herdsmen/farmers crisis: ECOWAS set to review regulations,https://www.vanguardngr.com/2018/04/herdsmen-farmers-crisis-ecowas-set-review-regulations-2/
,,"APRIL 24, 2018",,,"Killing of Catholic Priests, worshippers satanic, despicable – Buhari",https://www.vanguardngr.com/2018/04/killing-catholic-priests-worshippers-satanic-despicable-buhari/
,,"APRIL 24, 2018",,,"Herdsmen attck Catholic Church, parishioners, kill 2 Catholic priests",https://www.vanguardngr.com/2018/04/herdsmen-kill-2-catholic-priests-benue/
,,"APRIL 23, 2018","APRIL 22, 2018",Logo local government area of Benue state,"Again herdsmen kill soldier, rustle 35 cattle in Makurdi",https://www.vanguardngr.com/2018/04/herdsmen-kill-soldier-logo-rustle-35-cattle-makurdi/
,,"APRIL 23, 2018",,,"Suicide bombers, gunmen, herdsmen kill 17 in Borno, Kogi, Benue",https://www.vanguardngr.com/2018/04/suicide-bombers-gunmen-herdsmen-kill-17-borno-kogi-benue/
,,"APRIL 23, 2018",,,OYO: Council boss sets up c’ttee to prevent farmers – herdsmen clashes,https://www.vanguardngr.com/2018/04/oyo-council-boss-sets-cttee-prevent-farmers-herdsmen-clashes/
,,"APRIL 22, 2018",,Anyiin-Gbeji road in Logo local government of Benue State.,"Herdsmen mount road block, kill unsuspecting traveller in Benue",https://www.vanguardngr.com/2018/04/herdsmen-mount-road-block-kill-unsuspecting-traveller-benue/
,,"APRIL 21, 2018",,"Aniocha North Local Government Area, Delta State",Herdsmen kill farmer in Delta,https://www.vanguardngr.com/2018/04/herdsmen-kill-farmer-delta/
,,"APRIL 20, 2018",,FG trivialising killings by herdsmen —Christian Council,FG trivialising killings by herdsmen —Christian Council,https://www.vanguardngr.com/2018/04/fg-trivialising-killings-herdsmen-christian-council/
,,"APRIL 20, 2018","APRIL 18, 2018","Jebbu-Miango village, Bassa Local Government Area of Plateau State","Herdsmen kill 4 in Plateau, as troops repel herders’ attack in Taraba",https://www.vanguardngr.com/2018/04/herdsmen-kill-4-plateau-troops-repel-herders-attack-taraba/
,,"APRIL 19, 2018",,,Breaking: Herdsmen/Farmer clashes: Over 257 killed this year – SGF,https://www.vanguardngr.com/2018/04/breaking-herdsmen-farmer-clashes-257-killed-year-sgf/
,,"APRIL 19, 2018","APRIL 18, 2018",Zamban village in Suntai Local Government Area of Taraba state,"Troops repel herdsmen attack in Taraba, capture bandit",https://www.vanguardngr.com/2018/04/troops-repel-herdsmen-attack-taraba-capture-bandit/
,,"APRIL 19, 2018",,,Herdsmen attacks and Buhari’s bizarre rationalisation,https://www.vanguardngr.com/2018/04/herdsmen-attacks-buharis-bizarre-rationalisation-2/
,,"APRIL 18, 2018",,,Herders’ Attacks: CSOs confirms Danjuma’s position,https://www.vanguardngr.com/2018/04/herders-attacks-csos-confirms-danjumas-position/
,,"APRIL 18, 2018","APRIL 17, 2018","Ukemberagya/Tswarev ward of Gaambe-Tiev, Logo local government area of Benue state.","Again, suspected herdsmen kill Village Head in Benue, sack community, many missing",https://www.vanguardngr.com/2018/04/gain-suspected-herdsmen-kill-village-head-benue-sack-community-many-missing/
,,"APRIL 17, 2018",,,"AANI moves to broker peace between herdsmen, farmers",https://www.vanguardngr.com/2018/04/aani-moves-broker-peace-herdsmen-farmers/
,,"APRIL 17, 2018",,,Nigerian media under scrutiny over herder-farmer conflict,https://www.vanguardngr.com/2018/04/nigerian-media-scrutiny-herder-farmer-conflict/
,,"APRIL 17, 2018",,,"Fresh herdsmen attacks claim 36 in Benue, Nasarawa",https://www.vanguardngr.com/2018/04/973946/
,,"APRIL 16, 2018",,,"Methodist advocates quick resolution of herdsmen, farmers’ clashes",https://www.vanguardngr.com/2018/04/methodist-advocates-quick-resolution-herdsmen-farmers-clashes/
,,"APRIL 16, 2018",,"Awe, Keana, Obi and Doma Local Government Areas of Nasarawa state",32 killed in fresh herdsmen attacks in Nasarawa,https://www.vanguardngr.com/2018/04/fresh-herdsmen-attack-claims-32-lives-nasarawa/
,,"APRIL 16, 2018","APRIL 16, 2018","Umuachi-Afor axis of the Ughelli/Asaba Expressway, Ndokwa East Local Government Area, Delta State","Herdsmen attack motorists in Delta, injure 5",https://www.vanguardngr.com/2018/04/herdsmen-attack-motorists-delta-injure-5/
,,"APRIL 13, 2018",,,"Herdsmen kill 66 in Benue, Taraba; scores in Zamfara",https://www.vanguardngr.com/2018/04/herdsmen-kill-66-benue-taraba-scores-zamfara/
,,"APRIL 11, 2018","APRIL 10, 2018",Logo and Ukum local government areas of Benue state,"Again, herdsmen kill 75-year-old man, 14 others in fresh coordinated attacks in Benue",https://www.vanguardngr.com/2018/04/971472/
,,"APRIL 10, 2018",,"Guma LGA, Benue State",Soldier killed in renewed herdsmen crisis in another Benue community,https://www.vanguardngr.com/2018/04/soldier-killed-herdsmen-invade-another-benue-community/
,,"APRIL 10, 2018",,Oyi Local Government Area of Anambra State,Suspected herdsmen kill widow in Anambra,https://www.vanguardngr.com/2018/04/suspected-herdsmen-kill-widow-anambra/
,,"APRIL 8, 2018",,,Herdsmen/farmers’ clashes: Edo Security C’ttee sets registration target for Fulani group,https://www.vanguardngr.com/2018/04/herdsmen-farmers-clashes-council-security-committee-meets-edo-sets-registration-target-fulani-group/
,,"APRIL 8, 2018",,"Odighi community, Ovia North-East Local Government Area of Edo State","Tension in Edo: Herdsmen kill pastor, one other",https://www.vanguardngr.com/2018/04/tension-edo-herdsmen-kill-pastor-one/
,,"APRIL 6, 2018","APRIL 6, 2018","Mbakyondo, Mbakpa and Sengaev communities in the Agagbe area of Gwer West local government area of Benue State.","10 dead, many missing as herdsmen sack 3 Benue communities",https://www.vanguardngr.com/2018/04/10-dead-many-missing-herdsmen-sack-3-benue-communities/
,,"APRIL 6, 2018",,,"Herdsmen attack: Concern brews over food shortage, dwindling economy",https://www.vanguardngr.com/2018/04/herdsmen-attack-concern-brews-food-shortage-dwindling-economy/
,,"APRIL 6, 2018",,,"Politicians, not herdsmen, kidnappers, Boko Haram, are greatest threat to security – Okogie",https://www.vanguardngr.com/2018/04/968498/
,,"APRIL 5, 2018",,,20 Niger communities raise alarm over invasion by suspected herdsmen,https://www.vanguardngr.com/2018/04/20-niger-communities-raise-alarm-invasion-suspected-herdsmen/
,,"APRIL 4, 2018",,,Herdsmen Attacks: Double tragedy for Imo community,https://www.vanguardngr.com/2018/04/herdsmen-attacks-double-tragedy-imo-community/
,,"APRIL 4, 2018",,"Okpanku community, Aninri Local Government Area of Enugu State",Herdsmen attack guard in Enugu,https://www.vanguardngr.com/2018/04/herdsmen-attack-guard-enugu/
,,"APRIL 3, 2018",,,"Rebuilding of communities damaged in herdsmen, farmers clashes underway – VP Osinbajo",https://www.vanguardngr.com/2018/04/rebuilding-communities-damaged-herdsmen-farmers-clashes-underway-vp-osinbajo/
,,"APRIL 3, 2018",,,"Make arrest of herdsmen carrying AK-47 across Nigeria, Clark to FG",https://www.vanguardngr.com/2018/04/make-arrest-herdsmen-carrying-ak-47-across-nigeria-clark-fg/
,,"APRIL 2, 2018",,,"Herdsmen/farmers’ clashes, threat to Nigeria’s survival—Gambari, Uduaghan, others",https://www.vanguardngr.com/2018/04/herdsmen-farmers-clashes-threat-nigerias-survival-gambari-uduaghan-others/
,,"APRIL 1, 2018",,,DANJUMA/KILLER HERDSMEN/MILITARY: Presidency cautions leaders against inciting comments,https://www.vanguardngr.com/2018/04/danjuma-killer-herdsmen-military-presidency-cautions-leaders-inciting-comments/
,,"MARCH 31, 2018",,,Herdsmen menace capable of tearing Nigeria apart – Uduaghan,https://www.vanguardngr.com/2018/03/herdsmen-menace-capable-tearing-nigeria-apart-uduaghan/
,,"MARCH 30, 2018","MARCH 29, 2018",Jama’a Local Government Area of Kaduna State,"Herdsmen kill 6 in Kaduna, as troops nab 3 terrorists in Borno",https://www.vanguardngr.com/2018/03/herdsmen-kill-6-kaduna-troops-nab-3-terrorists-borno/
,,"MARCH 29, 2018",,,Anglican Communion to FG: Deal with herdsmen same way you dealt with IPOB,https://www.vanguardngr.com/2018/03/anglican-communion-fg-deal-herdsmen-way-dealt-ipob/
,,"MARCH 28, 2018",,,How FG can tame herdsmen attacks – Odikpo,https://www.vanguardngr.com/2018/03/fg-can-tame-herdsmen-attacks-dr-odikpo/
,,"MARCH 28, 2018",,"Owerri North Local Government Area of the state,","Again, Imo monarchs shiver over herdsmen attacks",https://www.vanguardngr.com/2018/03/imo-monarchs-shiver-herdsmen-attacks/
,,"MARCH 27, 2018",,,"Benue tribal leaders back Danjuma, accuse FG, military of aiding takeover of Benue by herdsmen",https://www.vanguardngr.com/2018/03/benue-tribal-leaders-back-danjuma-accuse-fg-military-of-aiding-takeover-of-benue-by-herdsmen/
,,"MARCH 27, 2018",,,"Boko Haram, killer-herdsmen, threat to Nigeria’s unity—Bishop Okeke",https://www.vanguardngr.com/2018/03/boko-haram-killer-herdsmen-threat-nigerias-unity-bishop-okeke/
,,"MARCH 27, 2018",,,"Herdsmen attacks: TY Danjuma’s call for Nigerians to defend themselves, weighty—Intersociety",https://www.vanguardngr.com/2018/03/herdsmen-attacks-danjumas-call-for-nigerians-to-defend-themselves-weighty-intersociety/
,,"MARCH 27, 2018",,,Urhobo youths seek end to herdsmen carnage,https://www.vanguardngr.com/2018/03/urhobo-youths-seek-end-herdsmen-carnage/
,,"MARCH 25, 2018","MARCH 23, 2018",Ugboha in Esan South East Local Government Area of Edo State,"“Killer herdsmen cleared my son and friend to pass, then opened fire on them”",https://www.vanguardngr.com/2018/03/killer-herdsmen-cleared-son-friend-pass-opened-fire/
,,"MARCH 24, 2018",,,Nasarawa to rebuild communities destroyed by herdsmen,https://www.vanguardngr.com/2018/03/nasarawa-rebuild-communities-destroyed-herdsmen/
,,"MARCH 23, 2018",,,"Farmers-herdsmen clashes portend threat to food security, says Commissioner",https://www.vanguardngr.com/2018/03/farmers-herdsmen-clashes-portend-threat-food-security-says-commissioner/
,,"MARCH 23, 2018","MARCH 21, 2018",Guma local government area of Benue state,"Herdsmen kill 2, raze houses in Benue",https://www.vanguardngr.com/2018/03/960880/
,,"MARCH 23, 2018",,,As herdsmen turn “landlords” in Delta State,https://www.vanguardngr.com/2018/03/herdsmen-turn-landlords-delta-state/
,,"MARCH 22, 2018",,,UCH doctors call for arrest of herdsmen who kidnapped colleagues,https://www.vanguardngr.com/2018/03/uch-doctors-call-arrest-herdsmen-kidnapped-colleagues/
,,"MARCH 21, 2018",,,Plateau monarch weeps over herdsmen’s attacks,https://www.vanguardngr.com/2018/03/plateau-monarch-weeps-herdsmens-attacks/
,,"MARCH 21, 2018",,,"Herdsmen crisis: PDP posted letter to us, not bill—Edo Speaker",https://www.vanguardngr.com/2018/03/herdsmen-crisis-pdp-posted-letter-us-not-bill-edo-speaker/
,,"MARCH 21, 2018",,,Lawmaker vows to help solve Kogi herdsmen crisis,https://www.vanguardngr.com/2018/03/lawmaker-vows-help-solve-kogi-herdsmen-crisis/
,,"MARCH 20, 2018",,Ayamelu Local Government in Anambra State.,Herdsmen kill pregnant woman,https://www.vanguardngr.com/2018/03/herdsmen-kill-pregnant-woman/
,,"MARCH 20, 2018","MARCH 18, 2018","Uwheru community, Ughelli North local government area of Delta  state","Herdsmen kill 4 in Delta community, behead another",https://www.vanguardngr.com/2018/03/herdsmen-kill-4-delta-community-behead-another/
,,"MARCH 20, 2018",,,The herdsmen are not Fulani: They are from the moon,https://www.vanguardngr.com/2018/03/herdsmen-not-fulani-moon/
,,"MARCH 20, 2018",,,"Halt these killings, Mr President",https://www.vanguardngr.com/2018/03/halt-killings-mr-president/
,,"MARCH 20, 2018",,,"Group lauds Iwurie, carpet’s Ogboru on killer herdsmen",https://www.vanguardngr.com/2018/03/group-lauds-iwurie-carpets-ogboru-killer-herdsmen/
,,"MARCH 19, 2018",,,NUJ tasks Delta govt on herdsmen crisis,https://www.vanguardngr.com/2018/03/nuj-tasks-delta-govt-herdsmen-crisis/
,,"MARCH 19, 2018","MARCH 19, 2018","Agbenema, Aj’Ichekpa, Opada and Iyade villages, in Omala Local Government Area of Kogi state.","Breaking: Herdsmen renew attack in Kogi, kill traditional rulers, 9 others",https://www.vanguardngr.com/2018/03/breaking-herdsmen-renew-attack-kogi-kill-traditional-rulers-9-others/
,,"MARCH 19, 2018",,,"Edo Herdsmen killing: You sent a mere letter to us,not a bill stopping open grazing-Edo Speaker tells PDP",https://www.vanguardngr.com/2018/03/edo-herdsmen-killing-sent-mere-letter-usnot-bill-stopping-open-grazing-edo-speaker-tells-pdp/
,,"MARCH 19, 2018",,,Herdsmen/farmers clash: NUJ urges Delta govt to avert full blown crisis,https://www.vanguardngr.com/2018/03/herdsmen-farmers-clash-nuj-urges-delta-govt-avert-full-blown-crisis/
,,"MARCH 19, 2018","MARCH 17, 2018",,Herdsmen killings: Obaseki orders arrest of bandits within 7 days,https://www.vanguardngr.com/2018/03/herdsmen-killings-edo-obaseki-orders-arrest-bandits-within-7-days/
,,"MARCH 19, 2018","MARCH 17, 2018",MBAYER/YANDEV and KAAMBEE wards of Benue State,Troops arrest 12 herdsmen,https://www.vanguardngr.com/2018/03/troops-arrest-12-herdsmen/
,,"MARCH 18, 2018",,,Breaking: Obaseki orders arrest of killer herdsmen within seven days,https://www.vanguardngr.com/2018/03/breaking-obaseki-orders-arrest-killers-3-persons-edo-central/
,,"MARCH 18, 2018",,,Femi Fani-Kayode: Do not become evil to fight evil,https://www.vanguardngr.com/2018/03/femi-fani-kayode-do-not-become-evil-to-fight-evil/
,,"MARCH 18, 2018",,,‘We can make killer herdsmen disappear from Delta’,https://www.vanguardngr.com/2018/03/can-make-killer-herdsmen-disappear-delta/
,,"MARCH 17, 2018","MARCH 16, 2018","Ugboha, Esan South East Local and Odiguete Ovia North East Local Government Areas of Edo state.",Herdsmen kill 5 in Edo,https://www.vanguardngr.com/2018/03/herdsmen-kill-5-edo-still-confused-deceased-father/
,,"MARCH 17, 2018",,,‘Farmers told to pay herdsmen before they can enter their farms in Delta’,https://www.vanguardngr.com/2018/03/herdsmen-occupied-three-communities-delta-okowa-cries/
,,"MARCH 16, 2018",,,Okowa charges security agencies to curb activities of Herdsmen in Delta,https://www.vanguardngr.com/2018/03/okowa-charges-security-agencies-curb-activities-herdsmen-delta/
